"code","title","description","credits","createdAt","updatedAt","id","cycle"
ELE400,Méthodologie de design en génie électrique,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure : d’analyser et synthétiser les besoins d’un client; de planifier et organiser le développement d’un système en fonction d’un cahier des charges; de créer des concepts de solution; de réaliser un prototype fonctionnel et le présenter au client. Introduction aux éléments clés d’une méthodologie de design en génie électrique. Phases d’un projet. Résumé des besoins du client. Élaboration d’un cahier des...",3,2024-11-02 01:50:21.517,2024-11-02 01:50:21.793,350301,1
MEC619,Mécanique des matériaux composites,"Au terme de ce cours, l’étudiante ou l'étudiant aura acquis les principes fondamentaux de la mécanique des matériaux composites et aura étudié quelques procédés de mise en forme. À la fin du cours, l’étudiant sera en mesure : d’utiliser la théorie classique des stratifiés pour calculer les contraintes dans les matériaux composites; de prédire la rupture d’un matériau composite selon différents critères théoriques; de concevoir un empilement de plis de matériaux...",3,2024-11-02 01:50:21.516,2024-11-02 01:50:21.793,352880,1
ELE716,Modélisation et conception orientées objet,"Introduire la conception avec fiabilité et robustesse à l’aide d’un langage de programmation orientée objet. Appliquer le concept objet pour résoudre des problèmes informatiques. Pratiquer l'analyse et la conception de logiciels orientés objet avec des cas d'usage à l'aide d'outils de modélisation et d'environnements de développement intégrés. Processus de conception orientée objet. Composition en classes, encapsulation, types abstraits de données, objets, classes, classes...",3,2024-11-02 01:50:21.517,2024-11-02 01:50:21.794,350527,1
ING500,Outils de développement durable pour l’ingénieur,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure : de définir le rôle de l’ingénieur dans l’opérationnalisation du développement durable; d’utiliser les outils de développement durable pour l’ingénieur; de faire des recommandations et d’élaborer un plan d’action pour intégrer le développement durable dans l’entreprise et la société. Principes de bases du développement durable (DD). Outils de DD pour l’ingénieur : systèmes de gestion...",3,2024-11-02 01:50:21.518,2024-11-02 01:50:21.794,352391,1
SDE887-H25,Physique et mécanique quantique appliquée,"Sujets d'intérêt majeur dans le domaine du génie électrique et familiarisation avec les derniers développements technologiques dans un ou plusieurs domaines de pointe. Plus particulièrement, ce cours introduit les concepts de base de la physique quantique : équipartition d’énergie, équation de Schrödinger, structure atomique, formalisme, particules identiques, lois de symétries et conservation. Par la suite, nous jetterons les bases de la mécanique quantique. Nous traiterons...",3,2024-11-02 01:50:21.518,2024-11-02 01:50:21.794,907914,2
GOL676,Planification et optimisation d’expériences,"Au terme de ce cours, l’étudiante ou l'étudiant aura été initié à la planification, à l’optimisation et à l’analyse d’expériences dans le but d’améliorer des produits, des procédés ou des processus. L’étudiant comprendra l’utilité des plans d’expériences en génie et sera familier avec les techniques statistiques d’analyse de données et l’interprétation des résultats expérimentaux. Introduction aux concepts fondamentaux de l’approche statistique à...",3,2024-11-02 01:50:21.519,2024-11-02 01:50:21.795,351385,1
GTS831,Ondelettes et problèmes inverses : applications biomédicales,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure :d’identifier l’origine des signaux bioélectriques associés à l’activité cérébrale et de leur associer les principales mesures non invasives qui la quantifie (IRMf,EEG,MEG,NIRS); d’analyser les signaux biomédicaux par des approches temps-fréquence; de modéliser, de traiter et d’interpréter les signaux biomédicaux (ou autres) par des techniques par ondelettes de concevoir une méthode de résolution de...",3,2024-11-02 01:50:21.518,2024-11-02 01:50:21.795,352221,2
GES823,Opérations et technologie de la chaîne logistique en finance d'investissement,"Ce cours vise à développer des connaissances sur les opérations et le fonctionnement des trois principaux serments d’opération d’une institution financière comprenant les chaînes logistiques correspondantes derrière les salles de marché. Au terme de ce cours, l’étudiante ou l’étudiant sera en mesure de : décrire et identifier les étapes d’intégration bout à bout de la chaîne logistique d’investissement en valeurs immobilières depuis la prise de décision d’investir...",3,2024-11-02 01:50:21.518,2024-11-02 01:50:21.795,350972,2
MTR899,Projet de démarrage d’entreprise 3 : plan technico-commercial,"Au terme de cette activité, l’étudiante ou l'étudiant sera en mesure : de créer un plan intégré de déploiement technico-commercial qui valorise les innovations et les diverses formes de propriété intellectuelle;de protéger la propriété intellectuelle et de faire un plan stratégique pour son exploitation;de constituer et faire l’embauche d’une équipe multidisciplinaire et multifonctionnelles;de renforcer son réseau de contacts d’affaires et d’établir des bases de...",6,2024-11-02 01:50:21.521,2024-11-02 01:50:21.796,353392,2
MEC791,Projets spéciaux,"Activité destinée à deux catégories d’étudiantes et d'étudiants : celles et ceux qui participent aux diverses compétitions d'ingénierie et celles et ceux qui souhaitent réaliser un travail d’initiation à la recherche (élaboration d’une revue de littérature, définition d’une problématique, ou autre). Dans les deux cas, elles et ils doivent préalablement faire approuver par le directeur du Département une proposition écrite spécifiant l'objectif, les moyens nécessaires...",3,2024-11-02 01:50:21.522,2024-11-02 01:50:21.796,353133,1
DGA1031,Problématique de recherche,"La première partie de l'examen doctoral, Problématique de recherche, amène l'étudiante ou l'étudiant à circonscrire son projet de recherche, sous la supervision de sa directrice ou de son directeur de thèse, le plus tôt possible dans son cheminement. Elle comporte trois principaux éléments : identification du sujet de recherche, élaboration d'un devis de recherche préliminaire, présentation orale du projet de recherche.",3,2024-11-02 01:50:21.520,2024-11-02 01:50:21.797,350159,3
MGC921-H25,Qualité de l'environnement intérieur,"La qualité de l’environnement intérieur (QEI) est un enjeu majeur dans la science du bâtiment. Elle impacte directement la santé et le bien-être des occupants. Ce cours aborde trois aspects de la QEI à savoir : le confort thermique intérieur des occupants, la qualité de l’air intérieur et l’éclairagisme. Le chapitre 1 introduit le contexte règlementaire en matière de QEI à travers le code de Construction du Québec. Le Chapitre 2 aborde les notions du confort thermique, les...",3,2024-11-02 01:50:21.522,2024-11-02 01:50:21.797,907873,2
MTR871,Lectures dirigées (2e cycle),Faire des lectures approfondies sous la supervision de son directeur de recherche dans un champ disciplinaire particulier relié à son domaine de spécialisation. Compléter la formation en approfondissant ou en diversifiant ses connaissances tout en développant son sens critique et son esprit de synthèse. Cette activité requiert une grande autonomie de la part de l'étudiant. Le choix des lectures et le suivi de l'étudiant sont sous la responsabilité du professeur. Des rencontres...,3,2024-11-02 01:50:21.515,2024-11-02 01:50:21.793,353368,2
MEC335,Mécanique des fluides,"Acquérir les concepts fondamentaux de la mécanique des fluides. Analyser les phénomènes élémentaires reliés à l'hydrostatique et à l'hydrodynamique. Prévoir le comportement des divers éléments hydrauliques grâce à l'analyse dimensionnelle. Analyser les systèmes hydrauliques plus complexes grâce à des modèles mathématiques. À la fin du cours, l’étudiante ou l'étudiant sera en mesure :d’identifier les propriétés physiques importantes du fluide qui influencent les...",4,2024-11-02 01:50:21.516,2024-11-02 01:50:21.793,352774,1
SYS829,Modélisation des systèmes de production,"Développer des aptitudes avancées en modélisation des systèmes de production en se fondant sur une approche pragmatique quoique quantitative. Se familiariser avec les approches utilisées pour la modélisation et les mesures de performance des systèmes manufacturiers complexes. Modèles déterministes : modèles linéaires multiproduits, multicapacités, planification agrégée de production, planification à capacité finie, contrôle de flux dans les réseaux de processeurs...",4,2024-11-02 01:50:21.517,2024-11-02 01:50:21.794,353734,2
MGC859,Modélisation hydrologique,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure : d’analyser et de traiter les données hydrométéorologiques utilisées pour la modélisation hydrologique;d’identifier la méthodologie la plus appropriée pour l’étude d’impact de changements environnementaux sur l’hydrologie à l’échelle d’un bassin versant;de sélectionner un modèle existant ou de concevoir un modèle sur mesure de taille limitée pour répondre de la façon la plus adéquate à une...",3,2024-11-02 01:50:21.517,2024-11-02 01:50:21.794,353218,2
SYS861-A24,Physique et mécanique quantique appliquée,"",3,2024-11-02 01:50:21.518,2024-11-02 01:50:21.794,907920,2
SDE886-A24,Nouvelles avenues en mesure des exigences logicielles et en estimation de projets logiciels,"En ingénierie et en management, les modèles d’estimation sont basés sur des mesures robustes et pertinentes, même lors d’avancées technologiques. En logiciel, les développeurs et les gestionnaires devraient aussi disposer pour leur processus d’estimation de projets, de mesures robustes et pertinentes, et en particulier en présence d’innovations technologiques (ex. intelligence artificielle, logiciels quantiques, etc.). L’introduction du cours présentera un survol des...",3,2024-11-02 01:50:21.517,2024-11-02 01:50:21.795,907909,2
TEL115,Principes des signaux de télécommunications,"Au terme de ce cours, l'étudiante ou l’étudiant sera en mesure : d’utiliser les notions mathématiques de base en télécommunications et d’appliquer la représentation fréquentielle des signaux temporels périodiques et non périodiques au moyen des séries et des transformations de Fourier dans le contexte de télécommunications; d’analyser les schémas synoptiques des émetteurs récepteurs et de s’initier au domaine des probabilités. Présentation du domaine des...",3,2024-11-02 01:50:21.520,2024-11-02 01:50:21.795,353980,1
MGC800,Optimisation et analyse de faisabilité,"Acquérir les techniques de calcul et d'analyse d'optimisation,et les appliquer à la réalisation de projets de construction et de réhabilitation. Méthodes d'optimisation. Problème de file d'attente. Fonction de fiabilité, types de défaillance. Concepts de coûts-bénéfices et analyse du point mort, intérêt et relations temps-argent, méthodes d'analyse économique, choix entre plusieurs projets, amortissement, analyse de rentabilité après impôt, étude de remplacement...",3,2024-11-02 01:50:21.518,2024-11-02 01:50:21.796,353177,2
SYS866-É25,Principes et fondements des jumeaux numériques,"L’objectif de ce cours est de fournir à l’étudiante ou l'étudiant une introduction complète aux jumeaux numériques et aux technologies qui les rendent possibles. Il abordera également les bases de l'internet des objets, de la science des données et des méthodes de modélisation basées sur la théorie et les données qui rendent les jumeaux numériques utiles dans la pratique. La méthode d'apprentissage basée sur des projets sera adoptée tout au long de ce cours. Le cours sera...",3,2024-11-02 01:50:21.520,2024-11-02 01:50:21.796,907949,2
GTI720,Protection des renseignements personnels,"Les renseignements personnels sont des données permettant d’identifier de manière directe ou indirecte un individu. Ce cours aborde les concepts fondamentaux de la protection des renseignements personnels, notamment leur potentiel d’inférence, les propriétés garantissant leur protection ainsi que les technologies d’amélioration de la confidentialité. Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure de : identifier des menaces à la vie privée et d’effectuer des...",3,2024-11-02 01:50:21.522,2024-11-02 01:50:21.797,352029,1
ENV802,Résolution de problématiques environnementales,"Apprendre à résoudre des problématiques environnementales en structurant et en délimitant de façon concrète la ou les causes afin d’être en mesure de proposer une ou des solutions applicables. À travers les modules, appliquer différentes démarches de résolution à des problématiques industrielles, gouvernementales ou municipales. Identifier et caractériser les causes du ou des problèmes. Rechercher des solutions. Structurer et planifier le processus de validation des solutions....",3,2024-11-02 01:50:21.523,2024-11-02 01:50:21.797,350836,2
IND590,Robustesse des systèmes distribués,"Ce cours vise à concevoir des systèmes distribués résilients selon le contexte de pannes dans lequel ils se trouvent. Au terme de ce cours, l’étudiante ou l’étudiant sera en mesure de : identifier les risques de pannes et les besoins en résilience d’un système distribué ; déterminer l’approche la plus pertinente pour tolérer les pannes dans un système distribué étant données ses contraintes opérationnelles ; concevoir des algorithmes ; évaluer la résilience d’un...",3,2024-11-02 01:50:21.523,2024-11-02 01:50:21.797,352329,1
GTI795,Projet de fin d’études en génie des technologies de l’information,"À la fin de cette activité, l’étudiante ou l'étudiant sera en mesure : de concevoir des éléments, des systèmes, procédés et processus qui répondent à des besoins spécifiques tout en respectant des contraintes non techniques telles que les facteurs économiques, le développement durable, la santé et la sécurité, l’éthique et les contraintes légales;d’appliquer une méthodologie de conception rigoureuse; de produire toute la documentation technique nécessaire à la mise...",4,2024-11-02 01:50:21.521,2024-11-02 01:50:21.798,352141,1
GTI619,Sécurité des systèmes,"La sécurité des systèmes d’information est un vaste champ d’études touchant à de nombreux domaines : ingénierie, logiciel, matériel, infrastructure, architecture, législation, etc. Ces aspects sont souvent interreliés. De ce fait, les spécialistes en sécurité informatique se doivent d’avoir une bonne vue d’ensemble afin de réaliser leurs tâches de façon adéquate. Ce cours aura pour principal objectif de présenter les principaux aspects de la sécurité des systèmes...",3,2024-11-02 01:50:21.523,2024-11-02 01:50:21.798,351979,1
MAT215,Logique et mathématiques discrètes pour l’optimisation,"Au terme de ce cours, l’étudiante ou l'étudiant aura acquis les notions fondamentales de la logique mathématique. S’initier aux concepts des mathématiques discrètes utilisés dans les méthodes d’optimisation. Introduction à la logique et son utilisation pour la modélisation de contraintes. Théorie des ensembles : terminologie, notion de fonctions et dénombrement. Rédaction de preuves mathématiques. Introduction aux algorithmes et à l’analyse de la complexité. Principe de...",4,2024-11-02 01:50:21.515,2024-11-02 01:50:21.793,352645,1
ELE550,Machines électriques,"Au terme de ce cours, l'étudiante ou l'étudiant aura acquis les principes de base et de fonctionnement des machines électriques et leurs applications dans plusieurs domaines industriels. Circuits triphasés. Circuits magnétiques. Transformateurs : transformateur monophasé, circuits équivalents, fonctionnement à vide et en charge, rendement, régulation, transformateurs triphasés. Machines à courant continu : principe de fonctionnement, construction, types de connexion,...",3,2024-11-02 01:50:21.515,2024-11-02 01:50:21.793,350381,1
TCH045,Mécanismes et éléments de machines,"Ce cours ne peut être reconnu dans le cadre d’un programme de baccalauréat. Au terme de ce cours, l'étudiante ou l'étudiant sera en mesure de : concevoir et réaliser un moyen de transmission du mouvement de certains mécanismes et organes de machines (roulement, ressort et clavette); communiquer efficacement avec son entourage dans le domaine de la mécanique. Modes de fonctionnement des machines et modes de défaillance des organes qui composent un système mécanique. Notions de force,...",3,2024-11-02 01:50:21.516,2024-11-02 01:50:21.794,353932,1
MGR817,"Modélisation, estimation et contrôle pour les réseaux de télécommunications","Acquérir les connaissances nécessaires pour surveiller, analyser, contrôler et gérer les performances et les ressources des réseaux de télécommunications. Introduction aux problématiques de modélisation, estimation et contrôle dans les réseaux de télécommunications. Introduction aux processus stochastiques. Estimation et prévision en utilisant modèles de séries de temps et filtre de Kalman. Processus de Markov. Modèle de décision de Markov pour maximiser le revenu. Éléments...",3,2024-11-02 01:50:21.517,2024-11-02 01:50:21.794,353280,2
ATE085,NeuroFOCUS : équilibre de vie aux études (hors programme),"Cet atelier vise à développer des stratégies afin d’expérimenter un équilibre dans les différentes sphères de la vie. Au terme de cet atelier, l’étudiante ou l’étudiant sera en mesure d’intégrer de saines habitudes de vie dans son quotidien, de développer des stratégies afin d’améliorer son équilibre de vie pendant ses études, de renouer avec le plaisir de bouger par le sport. Activités sportives. Stratégies de gestion du stress : méditation, motivation, habiletés...",1,2024-11-02 01:50:21.517,2024-11-02 01:50:21.795,349680,1
GPO232,Productivité et optimisation du travail,"Au terme de ce cours, l’étudiante ou l'étudiant aura acquis des connaissances et des moyens pour mesurer le travail et améliorer la productivité. Définition et importance de la productivité. Physiologie du travail (fordisme, toyotisme et volvoïsme). Facteurs affectant la productivité dans le secteur manufacturier. Amélioration de la productivité : conception de produits; méthodes de travail; analyse de la valeur, aménagement du poste de travail, analyse du procédé et des...",3,2024-11-02 01:50:21.520,2024-11-02 01:50:21.795,351839,1
INF111,Programmation orientée objet (hors programme),"Cours destiné aux étudiantes et aux étudiants ayant déjà suivi un cours de programmation. Il permet d’apprendre et de pratiquer les principes de base de la programmation orientée objet (encapsulation, héritage, composition et polymorphisme). Le langage de programmation utilisé est le même que pour les cours de conception suivants. À la suite d’une présentation de base du langage utilisé et d’algorithmes de tri (sélection, insertion et bulle) et de fouille binaire,...",4,2024-11-02 01:50:21.520,2024-11-02 01:50:21.796,352347,1
MGA802-A24,Analyse d'une aile en flèche en mécanique des fluides numérique,"À la fin de ce cours, l’étudiant sera en mesure d’appliquer la mécanique des fluides numérique (CFD) au calcul des performances aérodynamiques d’une aile d’avion. Plus particulièrement, il connaitra les modèles mathématiques Euler et RANS utilisé pour étudier les écoulements autour des corps aérodynamiques. Il choisira les méthodes numériques appropriées à la résolution des modèles Euler ou RANS. Il saura définir le domaine de calcul et le discrétiser à l’aide...",3,2024-11-02 01:50:21.501,2024-11-02 01:50:21.796,907860,2
CTN791,Projets spéciaux,"Activité destinée à deux catégories d’étudiants : ceux qui participent aux diverses compétitions d'ingénierie et ceux qui souhaitent réaliser un travail d’initiation à la recherche (élaboration d’une revue de littérature, définition d’une problématique, ou autre). Dans les deux cas, ils doivent préalablement faire approuver par le directeur du Département une proposition écrite spécifiant l'objectif, les moyens nécessaires et la méthodologie qu'ils entendent utiliser...",3,2024-11-02 01:50:21.521,2024-11-02 01:50:21.796,350151,1
ENT303,Projets spéciaux en Entrepreneuriat III,"Il doit s’agir d’un projet de conception en ingénierie dans le cadre de la création d’une entreprise, accompli selon une démarche entrepreneuriale et un processus créatif, itératif et évolutif qui repose sur les connaissances acquises en mathématiques, sciences fondamentales, sciences du génie et études complémentaires. Le projet doit avoir une haute teneur en conception et en sciences du génie. Au terme de cette activité, les étudiantes ou les étudiants seront en mesure de...",3,2024-11-02 01:50:21.522,2024-11-02 01:50:21.796,350808,1
ENT811,Outils comptables et financiers d'une entreprise,"Ce cours vise à initier les étudiantes et les étudiants aux connaissances en gestion financière d’une entreprise, aux concepts fondamentaux de la comptabilité permettant d’établir, d’interpréter et d’analyser des états financiers essentiels à une bonne planification. Au terme de ce cours, l’étudiant ou l’étudiante sera en mesure de : Maîtriser les aspects fondamentaux de la gestion des opérations financières de l’entreprise; mettre en application les notions liées...",3,2024-11-02 01:50:21.518,2024-11-02 01:50:21.797,398733,2
GPA786,Rentabilité de projets d'automatisation,"Au terme de ce cours, l’étudiante ou l’étudiant aura approfondi ses connaissances en analyse de rentabilité et son application dans des projets réels. Il aura développé des habiletés en vue de solutionner des problèmes réels de prise de décision comportant aussi bien des facteurs quantitatifs que qualitatifs, des éléments de risque et d'incertitude ainsi que plusieurs critères de décision. Rappel de la théorie de l'analyse économique avec accent sur ses limites par rapport...",3,2024-11-02 01:50:21.522,2024-11-02 01:50:21.797,351807,1
ELE756,Réseaux de distribution,"*Ce cours est réservé aux étudiantes et aux étudiants sélectionnés par l'IGEE Les réseaux de distribution d'électricité. Concepts de base. Lignes et câbles de distribution, caractéristiques physiques. Réseau de neutre. Techniques de protection des réseaux de distribution. Coordination de la protection, défaillance des équipements. Continuité de service, normes, étendu et durée des pannes. Architectures de réseau. Production distribuée, études d'intégration au réseau...",3,2024-11-02 01:50:21.522,2024-11-02 01:50:21.797,350609,1
CTN336,Mécanique des fluides,"À la suite de ce cours, l’étudiante ou l'étudiant sera en mesure : de définir et représenter les principales propriétés des fluides liquides et gazeux; d’appliquer les principes de la statique pour le calcul des forces sur des surfaces et corps immergés dans un fluide; de définir, illustrer et appliquer le principe de conservation de la masse, de l’énergie et du momentum pour des fluides en mouvement; de concevoir des systèmes simples de conduites en série et en parallèle; de...",4,2024-11-02 01:50:21.516,2024-11-02 01:50:21.793,349828,1
BIM850,Modélisation de la construction en 4D (temps) et 5D (coûts),"Familiariser l’étudiante ou l'étudiant avec la planification de la construction basée sur la simulation 4D (temps) et 5D (coûts) et l’utilisation de ces technologies comme support à l’ordonnancement des activités, à l’estimation des coûts et à la détection des conflits spatiotemporelle. Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure de maitriser les principaux concepts et principes d’utilisation de la simulation 4D dans la construction; de comprendre les...",3,2024-11-02 01:50:21.517,2024-11-02 01:50:21.794,349696,2
GES881-H25,Méthodes analytiques pour l’innovation,"Ce cours vise à présenter plusieurs méthodes analytiques utiles dans un contexte d’innovation. Rappel de la nécessité d’innover et des difficultés courantes de mise en œuvre. Évaluation de la maturité en innovation. Outils et méthodologies pour : définition et recadrage de problème, analyse de problèmes, identification des cordes sensibles, analyse des files d’attente, analyse de données censurées, analyse exploratoire de données multidimensionnelles, design et analyse...",3,2024-11-02 01:50:21.516,2024-11-02 01:50:21.794,907819,2
MGA852,"Navigation aérienne, GNSS et systèmes inertiels embarqués","Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure : de distinguer les différents systèmes de guidage en navigation aérienne ainsi que leurs principes, méthodes et architectures; d’appliquer des notions fondamentales dans la mise en opération d’instruments de navigation et des communications essentielles entre ces instruments; de synthétiser un système de navigation inertielle et de formuler les différents calculs dont l’orientation spatiale (attitude) d’un...",4,2024-11-02 01:50:21.517,2024-11-02 01:50:21.794,353155,2
EEC202,Méthodes et estimation des éléments mécaniques du bâtiment,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure d’expliquer le fonctionnement des systèmes mécaniques de bâtiment : plomberie, ventilation et climatisation; de relever les quantités et de préparer des estimations budgétaires simples pour les travaux de mécanique d'un bâtiment. Fonctionnement des différents systèmes de plomberie : eau froide, eau chaude, gaz, chauffage à l’eau et à la vapeur. Systèmes de gicleurs les plus courants. Principes de base de...",3,2024-11-02 01:50:21.516,2024-11-02 01:50:21.795,350191,1
GES821,Pratiques avancées en gestion de projets,"La connaissance des bases de la gestion de projets est fondamentale afin de faire une gestion de projets structurée permettant l’efficience. Mais le rôle de gestionnaire de projets demande certaines habiletés et connaissances supplémentaires. Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure de comprendre l’amplitude des connaissances et compétences requises par le gestionnaire de projets; d’analyser son profil de gestionnaire; de concevoir et de mettre en pratique...",3,2024-11-02 01:50:21.519,2024-11-02 01:50:21.795,350968,2
ELE462,Principes des systèmes de communication,"Se familiariser avec les systèmes de communication analogique et les méthodes de modulation analogique, appliquer les notions d'analyse des signaux et s’initier à la modulation numérique. Introduction aux systèmes de communication. Analyse des signaux : série de Fourier et transformées de Fourier. Convolution et réponse en fréquence. Transmission sans distorsion des signaux. Multiplexage en fréquence et multiplexage dans le temps. Caractéristiques temporelles et spectrales des...",4,2024-11-02 01:50:21.520,2024-11-02 01:50:21.795,350345,1
MGA961,Projet d'application,"Intégrer les connaissances acquises dans les cours du programme et les appliquer dans le cadre d’un projet d’innovation, de développement ou de transfert technologique. Cette activité peut être réalisée en milieu industriel ou dans les laboratoires de l’ÉTS. Le projet comprend un ensemble d’activités effectuées sous la supervision d'une professeure ou d’un professeur : recherche bibliographique, définition d’une problématique, élaboration de la méthodologie,...",9,2024-11-02 01:50:21.521,2024-11-02 01:50:21.796,353175,2
GOL793,Projet de fin d'études en génie des opérations et de la logistique,"Au terme de cette activité, l’étudiante ou l'étudiant sera en mesure de démontrer son habileté à : concevoir des éléments, des systèmes, des procédés et des processus qui répondent à des besoins spécifiques;intégrer à la résolution d’un problème technique des enjeux et contraintes non techniques tels que les facteurs économiques, le développement durable, la santé et la sécurité, l’éthique ou les contraintes légales; effectuer un travail d’équipe avec...",4,2024-11-02 01:50:21.521,2024-11-02 01:50:21.796,351471,1
DGA1033E,Oral Exam,"The third part of the pre-doctoral examination, the Oral Examination, requires the student to refine their research proposal, under the supervision of their thesis advisor, and to present it to the members of the jury. This third part of the examination consists of two elements: the preparation of a dissertation proposal and its oral presentation to the jury.",3,2024-11-02 01:50:21.518,2024-11-02 01:50:21.796,389257,3
GES840,Propriété intellectuelle,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure :d’établir un plan stratégique de protection de la propriété intellectuelle permettant de maximiser la valeur et de minimiser les risques de conflits. Droit de propriété intellectuelle. Gestion de stratégie de brevet. Alliances et partenariats. Capture et documentation des idées. Arrimage avec la stratégie commerciale. Secrets d’affaires. Revue diligente. Ententes de confidentialité. Contrats avec les employés. ",3,2024-11-02 01:50:21.522,2024-11-02 01:50:21.797,350995,2
CTN769,Ressources hydriques,"À la suite de ce cours, l’étudiante ou l'étudiant sera en mesure : de concevoir des ouvrages en milieu hydrique selon les règles de l’art; de modéliser le régime hydrologique d’un bassin versant et le comportement hydrodynamique d’un cours d’eau; d’estimer les impacts du changement climatique sur les régimes d’écoulement d’un bassin versant; d’évaluer les impacts d’une construction en milieu hydrique sur le régime d’écoulement d’un cours d’eau; d’utiliser...",3,2024-11-02 01:50:21.523,2024-11-02 01:50:21.797,350079,1
CTN404,Science et technologie des matériaux,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure : de décrire la composition et la structure de base qui caractérisent les principaux matériaux de construction de l’échelle microscopique à l’échelle macroscopique; de porter un regard critique sur les phases sensibles de mise en œuvre qui influent sur la qualité du produit fini aussi bien au terme de sa durabilité que du point de vue de son comportement mécanique. Principaux matériaux traités : les plastiques,...",3,2024-11-02 01:50:21.523,2024-11-02 01:50:21.797,349838,1
GPA663,Modélisation et simulation de systèmes de production,"Au terme de ce cours, l’étudiante ou l'étudiant aura été initié aux techniques d'évaluation des mesures de performance des systèmes manufacturiers. Bref rappel des différents systèmes de production et de leurs problèmes. Mesures de performance des systèmes manufacturiers : utilisation de machines, inventaire, capacité, flexibilité, etc. Avantages et nécessité de la modélisation dans la conception et l'analyse des systèmes manufacturiers. Techniques évaluatives de...",4,2024-11-02 01:50:21.517,2024-11-02 01:50:21.794,351597,1
MEC737,Moteurs alternatifs à combustion interne,"À la fin du cours, l’étudiante ou l’étudiant sera capable de : expliquer le fonctionnement des moteurs alternatifs à combustion interne et les choix de conception; distinguer et utiliser les différentes définitions caractérisant les moteurs et leurs performances; analyser et expliquer le changement de comportement d’un moteur (causes – effets); concevoir un modèle thermodynamique simple de moteur à partir des différentes équations présentées dans le cours. Nomenclature et...",3,2024-11-02 01:50:21.517,2024-11-02 01:50:21.794,353012,1
MEC781,Méthodes d’usinage avancées,"L’objectif général de cours est d’approfondir le procédé de mise en forme par enlèvement de matière. À la fin de ce cours, l’étudiante ou l'étudiant sera en mesure : d’analyser la fabrication par usinage des produits et établir le dossier de fabrication (sélection de machine-outil, gamme d’usinage, sélection des outils et paramètres de coupe); d’établir les relations existants entre les conditions d’usinage, l’usure et la vie des outils de coupe; de comprendre la...",3,2024-11-02 01:50:21.516,2024-11-02 01:50:21.794,353101,1
PGM121,Planification et ordonnancement des travaux de maintenance,"Au terme de ce cours, l’étudiante ou l’étudiant sera en mesure : de définir les compétences nécessaires à la planification, à l’ordonnancement et à la coordination des travaux de maintenance; de définir et d’implanter des processus de planification, d’ordonnancement et de coordination des travaux de maintenance; d’évaluer les bénéfices de la planification, de l’ordonnancement et de la coordination de travaux de maintenance. Principes fondamentaux de planification,...",2,2024-11-02 01:50:21.519,2024-11-02 01:50:21.795,353408,1
GTI100,Programmation et réseautique en génie des TI,"Ce cours présente les notions fondamentales en programmation et en réseautique nécessaires à l’ingénieur des TI. Il est constitué de deux modules. Au terme du premier module spécifique à la programmation, l’étudiante ou l'étudiant sera en mesure d’implémenter une application orientée objet utilisant les algorithmes de base et les structures de données appropriées. Retour rapide sur la programmation orientée objet : classe, objet, interface, héritage, composition,...",4,2024-11-02 01:50:21.520,2024-11-02 01:50:21.795,351873,1
MEC592,Projet de conception de machines,"Ce cours vise le développement de compétences liées à la conception détaillée de machines qui tiennent compte des particularités et des limites des procédés de fabrication et d’assemblage et qui permettent d’augmenter la fiabilité et la robustesse d’un mécanisme. À la fin de ce cours, l’étudiante ou l'étudiant sera en mesure: de synthétiser les informations et les données décrivant un problème de conception provenant d’un contexte industriel, réaliste et flou sous...",4,2024-11-02 01:50:21.521,2024-11-02 01:50:21.796,352866,1
GTI791,Projets spéciaux,"Activité destinée à deux catégories d’étudiantes et d'étudiants : ceux qui participent aux diverses compétitions en ingénierie et ceux qui souhaitent réaliser un travail d’initiation à la recherche (élaboration d’une revue de littérature, définition d’une problématique ou autre). Dans les deux cas, ils doivent préalablement faire approuver par le direction du Département une proposition écrite spécifiant l'objectif, les moyens nécessaires et la méthodologie qu'ils...",3,2024-11-02 01:50:21.521,2024-11-02 01:50:21.796,352139,1
MAT350,Probabilités et statistiques,"Au terme de ce cours, l’étudiante ou l’étudiant sera initié aux concepts et aux outils de base reliés au domaine du contrôle statistique des procédés et des matériaux. Définition et axiomes de probabilité, règles d'union, d'intersection, d'addition et de multiplication, probabilité conditionnelle, loi de Bayes. Analyse combinatoire. Variables aléatoires discrètes et continues, distribution de probabilités standards. Mesures d'échantillonnage. Distribution des paramètres...",4,2024-11-02 01:50:21.520,2024-11-02 01:50:21.796,352669,1
